######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-36                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: SimpleCNNBaseline                                                                                      #
# SUBSET    : 5/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=64, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# torchinfo.summary unavailable: No module named 'torchinfo'                                                         #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  026/050|  0.1395|  0.9598|  0.9601|  0.9598|  0.9598|  0.2820|  0.9177|  0.9204|  0.9177|  0.9179|
|  027/050|  0.1409|  0.9555|  0.9556|  0.9555|  0.9554|  0.2689|  0.9091|  0.9128|  0.9091|  0.9092|
|  028/050|  0.1286|  0.9577|  0.9577|  0.9577|  0.9575|  0.2815|  0.9134|  0.9203|  0.9134|  0.9143|
|  029/050|  0.1198|  0.9674|  0.9677|  0.9674|  0.9674|  0.3038|  0.9177|  0.9229|  0.9177|  0.9171|
|  030/050|  0.1177|  0.9609|  0.9612|  0.9609|  0.9609|  0.2515|  0.9221|  0.9242|  0.9221|  0.9221|
|  031/050|  0.1140|  0.9696|  0.9697|  0.9696|  0.9696|  0.2837|  0.9091|  0.9149|  0.9091|  0.9097|
|  032/050|  0.1103|  0.9653|  0.9655|  0.9653|  0.9652|  0.2529|  0.9221|  0.9259|  0.9221|  0.9224|
|  033/050|  0.0956|  0.9772|  0.9773|  0.9772|  0.9772|  0.2679|  0.9091|  0.9159|  0.9091|  0.9099|
|  034/050|  0.0989|  0.9739|  0.9740|  0.9739|  0.9739|  0.2593|  0.9177|  0.9209|  0.9177|  0.9181|
|  035/050|  0.1077|  0.9663|  0.9665|  0.9663|  0.9664|  0.2587|  0.9221|  0.9242|  0.9221|  0.9215|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.2364                                                                                                 #
# ACCURACY  : 0.9340                                                                                                 #
# PRECISION : 0.9372                                                                                                 #
# RECALL    : 0.9340                                                                                                 #
# F1        : 0.9342                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[27  0  0  0  1  0  0  0  1  0]                                                                                   #
#  [ 0 26  1  0  1  0  0  0  1  0]                                                                                   #
#  [ 0  0 28  0  0  0  0  0  1  0]                                                                                   #
#  [ 0  0  0 27  0  1  0  0  1  0]                                                                                   #
#  [ 0  0  0  0 26  0  0  1  0  1]                                                                                   #
#  [ 1  0  0  2  0 25  0  0  0  0]                                                                                   #
#  [ 0  0  0  0  1  0 28  0  0  0]                                                                                   #
#  [ 0  0  0  1  0  0  0 28  0  0]                                                                                   #
#  [ 0  0  0  0  0  0  0  0 29  0]                                                                                   #
#  [ 0  0  1  1  1  0  0  1  0 25]]                                                                                  #
######################################################################################################################
