######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-36                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: SimpleCNNBaseline                                                                                      #
# SUBSET    : 2/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=64, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# torchinfo.summary unavailable: No module named 'torchinfo'                                                         #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  010/050|  0.4111|  0.8806|  0.8819|  0.8806|  0.8808|  0.4378|  0.8658|  0.8722|  0.8658|  0.8636|
|  011/050|  0.3727|  0.8806|  0.8802|  0.8806|  0.8801|  0.3605|  0.8961|  0.8965|  0.8961|  0.8948|
|  012/050|  0.3302|  0.8958|  0.8963|  0.8958|  0.8958|  0.3547|  0.8874|  0.8951|  0.8874|  0.8862|
|  013/050|  0.3239|  0.9066|  0.9064|  0.9066|  0.9064|  0.3336|  0.8874|  0.8930|  0.8874|  0.8866|
|  014/050|  0.2962|  0.9023|  0.9040|  0.9023|  0.9023|  0.3427|  0.8918|  0.9090|  0.8918|  0.8919|
|  015/050|  0.2784|  0.9110|  0.9110|  0.9110|  0.9106|  0.3213|  0.8918|  0.8976|  0.8918|  0.8918|
|  016/050|  0.2627|  0.9099|  0.9102|  0.9099|  0.9098|  0.3123|  0.9004|  0.9076|  0.9004|  0.8977|
|  017/050|  0.2570|  0.9110|  0.9114|  0.9110|  0.9110|  0.2778|  0.9091|  0.9187|  0.9091|  0.9081|
|  018/050|  0.2181|  0.9327|  0.9329|  0.9327|  0.9325|  0.2656|  0.9177|  0.9242|  0.9177|  0.9174|
|  019/050|  0.2223|  0.9316|  0.9314|  0.9316|  0.9315|  0.2785|  0.9004|  0.9056|  0.9004|  0.8988|
|  020/050|  0.2133|  0.9294|  0.9301|  0.9294|  0.9292|  0.2482|  0.9351|  0.9392|  0.9351|  0.9341|
|  021/050|  0.1969|  0.9338|  0.9341|  0.9338|  0.9336|  0.2436|  0.9264|  0.9318|  0.9264|  0.9269|
|  022/050|  0.1843|  0.9338|  0.9350|  0.9338|  0.9339|  0.2259|  0.9264|  0.9306|  0.9264|  0.9271|
|  023/050|  0.1778|  0.9479|  0.9483|  0.9479|  0.9478|  0.2308|  0.9177|  0.9263|  0.9177|  0.9173|
|  024/050|  0.1567|  0.9566|  0.9571|  0.9566|  0.9564|  0.2337|  0.9221|  0.9293|  0.9221|  0.9231|
|  025/050|  0.1473|  0.9555|  0.9555|  0.9555|  0.9553|  0.2023|  0.9394|  0.9434|  0.9394|  0.9394|
|  026/050|  0.1460|  0.9511|  0.9515|  0.9511|  0.9512|  0.2207|  0.9307|  0.9349|  0.9307|  0.9304|
|  027/050|  0.1426|  0.9544|  0.9544|  0.9544|  0.9543|  0.2110|  0.9437|  0.9462|  0.9437|  0.9424|
|  028/050|  0.1296|  0.9609|  0.9610|  0.9609|  0.9609|  0.2179|  0.9437|  0.9534|  0.9437|  0.9440|
|  029/050|  0.1290|  0.9587|  0.9590|  0.9587|  0.9586|  0.2013|  0.9437|  0.9480|  0.9437|  0.9435|
|  030/050|  0.1099|  0.9696|  0.9699|  0.9696|  0.9695|  0.2090|  0.9437|  0.9462|  0.9437|  0.9433|
|  031/050|  0.1207|  0.9609|  0.9608|  0.9609|  0.9607|  0.2066|  0.9437|  0.9475|  0.9437|  0.9435|
|  032/050|  0.1112|  0.9674|  0.9674|  0.9674|  0.9673|  0.2077|  0.9307|  0.9373|  0.9307|  0.9315|
|  033/050|  0.1014|  0.9653|  0.9652|  0.9653|  0.9651|  0.2102|  0.9437|  0.9484|  0.9437|  0.9435|
|  034/050|  0.0907|  0.9707|  0.9713|  0.9707|  0.9707|  0.1940|  0.9394|  0.9405|  0.9394|  0.9392|
|  035/050|  0.0852|  0.9794|  0.9796|  0.9794|  0.9793|  0.1867|  0.9437|  0.9463|  0.9437|  0.9438|
|  036/050|  0.0829|  0.9750|  0.9755|  0.9750|  0.9750|  0.1989|  0.9481|  0.9516|  0.9481|  0.9475|
|  037/050|  0.0760|  0.9805|  0.9806|  0.9805|  0.9804|  0.1921|  0.9394|  0.9428|  0.9394|  0.9393|
|  038/050|  0.0811|  0.9761|  0.9763|  0.9761|  0.9761|  0.2629|  0.9134|  0.9306|  0.9134|  0.9152|
|  039/050|  0.0719|  0.9772|  0.9773|  0.9772|  0.9771|  0.1787|  0.9394|  0.9415|  0.9394|  0.9395|
|  040/050|  0.0645|  0.9848|  0.9850|  0.9848|  0.9848|  0.1963|  0.9351|  0.9387|  0.9351|  0.9356|
|  041/050|  0.0599|  0.9848|  0.9849|  0.9848|  0.9848|  0.2453|  0.9264|  0.9392|  0.9264|  0.9270|
|  042/050|  0.0618|  0.9837|  0.9838|  0.9837|  0.9837|  0.2354|  0.9351|  0.9475|  0.9351|  0.9361|
|  043/050|  0.0608|  0.9848|  0.9849|  0.9848|  0.9848|  0.2027|  0.9524|  0.9566|  0.9524|  0.9525|
|  044/050|  0.0484|  0.9913|  0.9914|  0.9913|  0.9913|  0.2073|  0.9437|  0.9494|  0.9437|  0.9439|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.1918                                                                                                 #
# ACCURACY  : 0.9514                                                                                                 #
# PRECISION : 0.9530                                                                                                 #
# RECALL    : 0.9514                                                                                                 #
# F1        : 0.9513                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[29  0  0  0  0  0  0  0  0  0]                                                                                   #
#  [ 0 28  0  0  0  0  0  0  0  1]                                                                                   #
#  [ 0  0 28  1  0  0  0  0  0  0]                                                                                   #
#  [ 0  0  0 29  0  0  0  0  0  0]                                                                                   #
#  [ 0  0  1  0 27  0  0  0  0  0]                                                                                   #
#  [ 0  0  1  0  0 25  1  0  1  0]                                                                                   #
#  [ 0  0  0  0  2  0 26  0  1  0]                                                                                   #
#  [ 0  0  0  0  0  0  0 29  0  0]                                                                                   #
#  [ 0  1  0  1  0  0  0  0 27  0]                                                                                   #
#  [ 0  0  0  0  2  0  0  1  0 26]]                                                                                  #
######################################################################################################################
