######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-36                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: SimpleCNNBaseline                                                                                      #
# SUBSET    : 3/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=64, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# torchinfo.summary unavailable: No module named 'torchinfo'                                                         #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  024/050|  0.2015|  0.9338|  0.9345|  0.9338|  0.9339|  0.3337|  0.8961|  0.9068|  0.8961|  0.8946|
|  025/050|  0.1971|  0.9359|  0.9362|  0.9359|  0.9359|  0.3382|  0.9004|  0.9126|  0.9004|  0.8987|
|  026/050|  0.1732|  0.9435|  0.9437|  0.9435|  0.9434|  0.3382|  0.8961|  0.9043|  0.8961|  0.8966|
|  027/050|  0.1719|  0.9501|  0.9504|  0.9501|  0.9501|  0.3087|  0.9004|  0.9050|  0.9004|  0.9003|
|  028/050|  0.1609|  0.9490|  0.9491|  0.9490|  0.9489|  0.3127|  0.9048|  0.9093|  0.9048|  0.9047|
|  029/050|  0.1541|  0.9533|  0.9535|  0.9533|  0.9532|  0.3085|  0.9221|  0.9268|  0.9221|  0.9227|
|  030/050|  0.1542|  0.9533|  0.9538|  0.9533|  0.9533|  0.3169|  0.9134|  0.9224|  0.9134|  0.9142|
|  031/050|  0.1442|  0.9522|  0.9522|  0.9522|  0.9519|  0.3206|  0.9177|  0.9220|  0.9177|  0.9180|
|  032/050|  0.1329|  0.9620|  0.9624|  0.9620|  0.9619|  0.3389|  0.9048|  0.9104|  0.9048|  0.9043|
|  033/050|  0.1323|  0.9555|  0.9557|  0.9555|  0.9553|  0.3455|  0.9048|  0.9185|  0.9048|  0.9057|
|  034/050|  0.1098|  0.9653|  0.9655|  0.9653|  0.9653|  0.3013|  0.9134|  0.9162|  0.9134|  0.9127|
|  035/050|  0.1090|  0.9696|  0.9696|  0.9696|  0.9696|  0.2901|  0.9221|  0.9258|  0.9221|  0.9223|
|  036/050|  0.1144|  0.9674|  0.9683|  0.9674|  0.9674|  0.3405|  0.9004|  0.9161|  0.9004|  0.8999|
|  037/050|  0.1136|  0.9642|  0.9644|  0.9642|  0.9641|  0.3374|  0.9048|  0.9111|  0.9048|  0.9053|
|  038/050|  0.1142|  0.9620|  0.9621|  0.9620|  0.9619|  0.2910|  0.9264|  0.9288|  0.9264|  0.9266|
|  039/050|  0.0978|  0.9707|  0.9709|  0.9707|  0.9706|  0.3149|  0.9134|  0.9196|  0.9134|  0.9146|
|  040/050|  0.0884|  0.9783|  0.9783|  0.9783|  0.9782|  0.3133|  0.9221|  0.9270|  0.9221|  0.9227|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.3868                                                                                                 #
# ACCURACY  : 0.9097                                                                                                 #
# PRECISION : 0.9108                                                                                                 #
# RECALL    : 0.9097                                                                                                 #
# F1        : 0.9097                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[28  0  0  0  0  0  0  0  1  0]                                                                                   #
#  [ 0 28  0  0  0  0  0  0  1  0]                                                                                   #
#  [ 0  0 27  0  0  0  0  0  1  1]                                                                                   #
#  [ 0  0  1 26  0  1  0  1  0  0]                                                                                   #
#  [ 0  0  0  0 27  0  0  0  0  1]                                                                                   #
#  [ 1  0  0  1  0 25  1  0  0  0]                                                                                   #
#  [ 0  0  0  0  1  1 27  0  0  0]                                                                                   #
#  [ 0  1  0  0  0  0  0 26  2  0]                                                                                   #
#  [ 0  0  0  2  2  0  1  0 23  1]                                                                                   #
#  [ 0  0  1  1  2  0  0  0  0 25]]                                                                                  #
######################################################################################################################
