######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-35                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: DenseBaseline                                                                                          #
# SUBSET    : 4/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=16, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# torchinfo.summary unavailable: No module named 'torchinfo'                                                         #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  021/050|  0.4781|  0.9055|  0.9066|  0.9055|  0.9052|  0.5688|  0.8831|  0.8862|  0.8831|  0.8822|
|  022/050|  0.4624|  0.9099|  0.9102|  0.9099|  0.9095|  0.5581|  0.8788|  0.8822|  0.8788|  0.8783|
|  023/050|  0.4509|  0.9099|  0.9101|  0.9099|  0.9096|  0.5488|  0.8745|  0.8788|  0.8745|  0.8737|
|  024/050|  0.4414|  0.9110|  0.9110|  0.9110|  0.9106|  0.5390|  0.8831|  0.8863|  0.8831|  0.8826|
|  025/050|  0.4339|  0.9099|  0.9099|  0.9099|  0.9096|  0.5315|  0.8874|  0.8903|  0.8874|  0.8865|
|  026/050|  0.4195|  0.9131|  0.9131|  0.9131|  0.9128|  0.5235|  0.8788|  0.8829|  0.8788|  0.8781|
|  027/050|  0.4111|  0.9131|  0.9132|  0.9131|  0.9128|  0.5153|  0.8874|  0.8903|  0.8874|  0.8865|
|  028/050|  0.4013|  0.9131|  0.9131|  0.9131|  0.9127|  0.5074|  0.8874|  0.8900|  0.8874|  0.8871|
|  029/050|  0.3941|  0.9142|  0.9146|  0.9142|  0.9140|  0.5010|  0.8874|  0.8900|  0.8874|  0.8871|
|  030/050|  0.3861|  0.9131|  0.9129|  0.9131|  0.9128|  0.4939|  0.8874|  0.8900|  0.8874|  0.8871|
|  031/050|  0.3784|  0.9186|  0.9184|  0.9186|  0.9183|  0.4900|  0.8831|  0.8863|  0.8831|  0.8826|
|  032/050|  0.3730|  0.9175|  0.9173|  0.9175|  0.9171|  0.4844|  0.8831|  0.8863|  0.8831|  0.8826|
|  033/050|  0.3658|  0.9207|  0.9209|  0.9207|  0.9205|  0.4792|  0.8874|  0.8906|  0.8874|  0.8869|
|  034/050|  0.3589|  0.9229|  0.9228|  0.9229|  0.9227|  0.4750|  0.8788|  0.8829|  0.8788|  0.8781|
|  035/050|  0.3518|  0.9207|  0.9207|  0.9207|  0.9205|  0.4684|  0.8831|  0.8863|  0.8831|  0.8826|
|  036/050|  0.3484|  0.9262|  0.9263|  0.9262|  0.9261|  0.4642|  0.8874|  0.8901|  0.8874|  0.8867|
|  037/050|  0.3445|  0.9273|  0.9274|  0.9273|  0.9271|  0.4611|  0.8874|  0.8906|  0.8874|  0.8869|
|  038/050|  0.3377|  0.9240|  0.9238|  0.9240|  0.9238|  0.4564|  0.8874|  0.8906|  0.8874|  0.8869|
|  039/050|  0.3320|  0.9273|  0.9277|  0.9273|  0.9272|  0.4539|  0.8918|  0.8944|  0.8918|  0.8910|
|  040/050|  0.3267|  0.9283|  0.9286|  0.9283|  0.9283|  0.4490|  0.8874|  0.8906|  0.8874|  0.8869|
|  041/050|  0.3210|  0.9316|  0.9316|  0.9316|  0.9315|  0.4464|  0.8918|  0.8944|  0.8918|  0.8910|
|  042/050|  0.3193|  0.9294|  0.9296|  0.9294|  0.9294|  0.4438|  0.8918|  0.8944|  0.8918|  0.8910|
|  043/050|  0.3184|  0.9305|  0.9305|  0.9305|  0.9304|  0.4416|  0.8918|  0.8944|  0.8918|  0.8910|
|  044/050|  0.3094|  0.9327|  0.9329|  0.9327|  0.9326|  0.4381|  0.8831|  0.8864|  0.8831|  0.8827|
|  045/050|  0.3046|  0.9327|  0.9327|  0.9327|  0.9326|  0.4344|  0.8918|  0.8944|  0.8918|  0.8910|
|  046/050|  0.3017|  0.9349|  0.9354|  0.9349|  0.9349|  0.4316|  0.8874|  0.8901|  0.8874|  0.8870|
|  047/050|  0.2973|  0.9370|  0.9370|  0.9370|  0.9369|  0.4294|  0.8918|  0.8944|  0.8918|  0.8910|
|  048/050|  0.2923|  0.9359|  0.9362|  0.9359|  0.9359|  0.4267|  0.8918|  0.8944|  0.8918|  0.8910|
|  049/050|  0.2890|  0.9370|  0.9370|  0.9370|  0.9370|  0.4244|  0.8918|  0.8944|  0.8918|  0.8910|
|  050/050|  0.2861|  0.9370|  0.9369|  0.9370|  0.9368|  0.4238|  0.8918|  0.8944|  0.8918|  0.8910|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.3784                                                                                                 #
# ACCURACY  : 0.8958                                                                                                 #
# PRECISION : 0.8960                                                                                                 #
# RECALL    : 0.8958                                                                                                 #
# F1        : 0.8951                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[28  0  0  0  0  0  1  0  0  0]                                                                                   #
#  [ 0 29  0  0  0  0  0  0  0  0]                                                                                   #
#  [ 1  0 26  0  1  0  1  0  0  0]                                                                                   #
#  [ 1  0  0 28  0  0  0  0  0  0]                                                                                   #
#  [ 0  0  0  0 25  0  1  0  0  2]                                                                                   #
#  [ 0  0  0  1  0 23  1  0  2  1]                                                                                   #
#  [ 0  0  1  0  1  1 26  0  0  0]                                                                                   #
#  [ 1  0  0  0  1  0  0 26  0  1]                                                                                   #
#  [ 0  0  1  1  0  3  0  1 22  1]                                                                                   #
#  [ 1  0  0  0  0  0  0  2  1 25]]                                                                                  #
######################################################################################################################
