######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-35                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: DenseBaseline                                                                                          #
# SUBSET    : 2/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=16, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# torchinfo.summary unavailable: No module named 'torchinfo'                                                         #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  019/050|  0.5643|  0.8784|  0.8814|  0.8784|  0.8789|  0.6253|  0.8355|  0.8411|  0.8355|  0.8351|
|  020/050|  0.5502|  0.8762|  0.8776|  0.8762|  0.8763|  0.6141|  0.8355|  0.8464|  0.8355|  0.8357|
|  021/050|  0.5337|  0.8784|  0.8807|  0.8784|  0.8786|  0.6030|  0.8312|  0.8418|  0.8312|  0.8316|
|  022/050|  0.5211|  0.8817|  0.8834|  0.8817|  0.8817|  0.5928|  0.8355|  0.8462|  0.8355|  0.8357|
|  023/050|  0.5098|  0.8817|  0.8835|  0.8817|  0.8818|  0.5816|  0.8355|  0.8438|  0.8355|  0.8357|
|  024/050|  0.4987|  0.8860|  0.8865|  0.8860|  0.8858|  0.5739|  0.8442|  0.8520|  0.8442|  0.8450|
|  025/050|  0.4930|  0.8882|  0.8898|  0.8882|  0.8884|  0.5672|  0.8442|  0.8518|  0.8442|  0.8445|
|  026/050|  0.4773|  0.8849|  0.8867|  0.8849|  0.8851|  0.5603|  0.8485|  0.8568|  0.8485|  0.8488|
|  027/050|  0.4712|  0.8893|  0.8906|  0.8893|  0.8893|  0.5532|  0.8398|  0.8475|  0.8398|  0.8402|
|  028/050|  0.4602|  0.8914|  0.8930|  0.8914|  0.8915|  0.5464|  0.8528|  0.8619|  0.8528|  0.8536|
|  029/050|  0.4520|  0.8925|  0.8940|  0.8925|  0.8926|  0.5402|  0.8442|  0.8526|  0.8442|  0.8440|
|  030/050|  0.4464|  0.8947|  0.8958|  0.8947|  0.8946|  0.5361|  0.8485|  0.8561|  0.8485|  0.8485|
|  031/050|  0.4363|  0.8979|  0.8988|  0.8979|  0.8978|  0.5291|  0.8615|  0.8694|  0.8615|  0.8622|
|  032/050|  0.4325|  0.8947|  0.8962|  0.8947|  0.8946|  0.5249|  0.8485|  0.8558|  0.8485|  0.8493|
|  033/050|  0.4231|  0.9001|  0.9012|  0.9001|  0.9000|  0.5206|  0.8528|  0.8604|  0.8528|  0.8534|
|  034/050|  0.4181|  0.9012|  0.9018|  0.9012|  0.9010|  0.5178|  0.8528|  0.8604|  0.8528|  0.8534|
|  035/050|  0.4130|  0.9055|  0.9059|  0.9055|  0.9053|  0.5123|  0.8528|  0.8604|  0.8528|  0.8534|
|  036/050|  0.4040|  0.9001|  0.9018|  0.9001|  0.9003|  0.5095|  0.8615|  0.8698|  0.8615|  0.8620|
|  037/050|  0.4060|  0.9077|  0.9081|  0.9077|  0.9074|  0.5064|  0.8442|  0.8526|  0.8442|  0.8448|
|  038/050|  0.3940|  0.9023|  0.9035|  0.9023|  0.9022|  0.5023|  0.8485|  0.8554|  0.8485|  0.8484|
|  039/050|  0.3873|  0.9088|  0.9091|  0.9088|  0.9086|  0.4971|  0.8571|  0.8656|  0.8571|  0.8580|
|  040/050|  0.3831|  0.9088|  0.9095|  0.9088|  0.9087|  0.4959|  0.8485|  0.8584|  0.8485|  0.8495|
|  041/050|  0.3801|  0.9142|  0.9146|  0.9142|  0.9141|  0.4921|  0.8528|  0.8614|  0.8528|  0.8536|
|  042/050|  0.3724|  0.9077|  0.9082|  0.9077|  0.9076|  0.4897|  0.8528|  0.8626|  0.8528|  0.8539|
|  043/050|  0.3682|  0.9110|  0.9121|  0.9110|  0.9111|  0.4877|  0.8442|  0.8534|  0.8442|  0.8449|
|  044/050|  0.3644|  0.9131|  0.9138|  0.9131|  0.9131|  0.4853|  0.8485|  0.8565|  0.8485|  0.8490|
|  045/050|  0.3620|  0.9175|  0.9181|  0.9175|  0.9174|  0.4816|  0.8485|  0.8565|  0.8485|  0.8490|
|  046/050|  0.3549|  0.9164|  0.9170|  0.9164|  0.9164|  0.4806|  0.8398|  0.8488|  0.8398|  0.8403|
|  047/050|  0.3514|  0.9218|  0.9219|  0.9218|  0.9216|  0.4776|  0.8442|  0.8534|  0.8442|  0.8449|
|  048/050|  0.3485|  0.9164|  0.9171|  0.9164|  0.9164|  0.4753|  0.8442|  0.8520|  0.8442|  0.8447|
|  049/050|  0.3413|  0.9229|  0.9232|  0.9229|  0.9229|  0.4753|  0.8485|  0.8565|  0.8485|  0.8490|
|  050/050|  0.3397|  0.9197|  0.9201|  0.9197|  0.9196|  0.4724|  0.8485|  0.8552|  0.8485|  0.8488|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.4518                                                                                                 #
# ACCURACY  : 0.8576                                                                                                 #
# PRECISION : 0.8648                                                                                                 #
# RECALL    : 0.8576                                                                                                 #
# F1        : 0.8566                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[28  0  0  0  0  0  0  0  1  0]                                                                                   #
#  [ 0 28  1  0  0  0  0  0  0  0]                                                                                   #
#  [ 0  0 23  3  0  0  1  0  2  0]                                                                                   #
#  [ 0  0  0 26  0  1  0  0  2  0]                                                                                   #
#  [ 0  0  1  0 25  0  0  0  1  1]                                                                                   #
#  [ 4  1  0  0  2 19  1  0  1  0]                                                                                   #
#  [ 2  0  1  0  1  0 24  0  1  0]                                                                                   #
#  [ 0  0  0  0  0  0  0 29  0  0]                                                                                   #
#  [ 1  1  0  2  1  0  0  0 23  1]                                                                                   #
#  [ 0  0  0  0  5  1  0  1  0 22]]                                                                                  #
######################################################################################################################
